"x1","y1","x2","y2","x3","y3"
19.4601326761767,-25.3663375875185,69.4601326761767,4.17687356004076,9.46013267617673,9.12343526086596
16.9584017316811,20.8289650933752,66.9584017316811,15.8408665749146,6.95840173168108,8.11028616544033
9.4020066186786,72.9185456002098,60.4020066186786,30.6474081656478,0.40200661867857,5.77546130526759
11.5991291799583,-15.6795422212704,61.5991291799583,40.0485444638547,1.59912917995825,6.57479502219411
11.1899766162969,-17.8908343852723,61.1899766162969,27.2903564072088,1.18997661629692,6.32165261922707
16.6385234962218,37.4357294647165,66.6385234962218,6.49830367923265,6.63852349622175,8.60513573051159
17.4927064590156,-15.54750146490745,67.4927064590156,12.1640712831355,7.49270645901561,8.21410260253649
15.1965523418039,84.7886871578783,65.1965523418039,13.8224264492306,5.19655234180391,7.82115481547457
12.9580804379657,36.8069960890509,62.9580804379657,18.2587299730074,2.95808043796569,7.0752005458897
14.5856761955656,89.1858917420247,64.5856761955656,22.0490821682121,4.58567619556561,7.83320428438548
17.3793232650496,-8.484669318097946,67.3793232650496,7.39466432862258,7.37932326504961,8.48259326477968
15.1890644105151,87.979627135616,65.1890644105151,27.9909509293821,5.18906441051513,7.99738522130298
11.3059476786293,-19.2155194311437,61.3059476786293,39.0962967910338,1.30594767862931,6.56941108989772
13.4544143592939,62.4384159031534,63.4544143592939,26.1168141990748,3.45441435929388,7.35218844764842
18.1506552430801,-50.5031677043066,68.1506552430801,10.7874648174312,8.15065524308011,8.3635937628936
18.2242593052797,-52.8525794988616,68.2242593052797,6.23252289395933,8.2242593052797,8.73763468368552
15.1612850418314,84.6031718415197,65.1612850418314,26.5192205009771,5.16128504183143,7.82166895668507
10.2072131121531,18.6632479039429,60.2072131121531,38.7722122729644,0.207213112153113,5.56284585737034
13.4466741979122,61.0671863968298,63.4466741979122,19.359212123839,3.44667419791222,7.10201282846146
10.491505402606,-3.18859234225235,60.491505402606,32.941005304292,0.491505402605981,5.72725513457985
17.0724657736719,15.2970546172216,67.0724657736719,3.88763850568631,7.07246577367187,8.53716335116014
18.0200637527741,-42.8666292681684,68.0200637527741,-2.61062145599338,8.02006375277415,8.60356260096166
11.1511038802564,-17.7279951572829,61.1511038802564,28.7589703858863,1.15110388025641,6.33984536105245
10.6567389681004,-6.45159373442216,60.6567389681004,26.8978368742318,0.656738968100399,5.98430883449886
17.4741134233773,-4.05656196053351,67.4741134233773,12.3945451737896,7.47411342337728,8.46723452552044
13.3753152098507,58.1192467752932,63.3753152098507,27.8031063842545,3.37531520985067,7.16215248332617
17.8813144774176,-30.4657471639408,67.8813144774176,4.39444338983623,7.88131447741762,8.31247125374699
20.3444857816212,10.708377579158,69.3444857816212,-8.8798031000699,9.34448578162119,9.24998666191049
17.4149562674575,2.37333289591663,67.4149562674575,0.08992538298643,7.41495626745746,8.68100518303165
21.7069858969189,100.2586245845863,69.7069858969189,2.14387045841382,9.70698589691892,9.074638324354

